category,metric,value
performance,total_return,1.5947222235711935
performance,gross_total_return,1.603344126018837
performance,net_total_return,1.5947222235711935
performance,benchmark_total_return,0.927938296063368
performance,cagr,0.20081241976340003
performance,annualized_volatility,0.19512642117544898
performance,downside_volatility,0.14018401712090944
performance,sharpe_ratio,1.0364627134163265
performance,sortino_ratio,1.4426841526184018
performance,calmar_ratio,0.5976007573638271
performance,omega_ratio,1.2410458210735287
performance,max_drawdown,-0.33603106637487545
performance,var_95_daily,-0.017404798571866716
performance,cvar_95_daily,-0.03083506562668626
benchmark,alpha_annualized,0.06084968282988969
benchmark,beta,0.9791436204350842
benchmark,correlation,0.95882507416052
benchmark,r_squared,0.9193455228389267
benchmark,tracking_error,0.05555849219576331
benchmark,information_ratio,1.041028119309638
benchmark,up_capture,1.0173963956928909
benchmark,down_capture,0.9496651212533933
portfolio,average_turnover,0.05747155243205012
portfolio,average_number_of_holdings,35.903225806451616
portfolio,cost_drag,0.008621902447643492
portfolio,max_adv_participation,0.002239763707542064
portfolio,average_holding_period_days,911.0588235294117
portfolio,estimated_capacity,44647566.91219935
portfolio,average_hhi,0.04306889169117255
portfolio,average_effective_holdings,23.269304724579793
