factor_name,ic,rank_ic,ic_ir,t_stat,coverage,missing_rate,quantile_monotonicity,top_quantile_turnover
accruals,0.01099594309426285,0.003134732423316517,0.048835893974814415,0.30886531306181436,0.961143247986765,0.014507071547420964,0.49999999999999994,0.26455017886053495
beta_to_spy,-0.0424575523528321,-0.02812979955531868,-0.12084124687747945,-0.7642671508550903,0.975609756097561,0.0,-0.6,0.06737975096027646
book_to_market,0.026244978171581352,0.02197481767886451,0.19646961200587648,1.2425829298962647,0.9731563464848015,0.0024438435940099834,0.8999999999999998,0.06277641184002425
debt_to_equity,0.00890516790884959,-0.013280005574108916,-0.12981567649210835,-0.8210264274212795,0.7110264681648,0.2707466722129784,-0.09999999999999999,0.06851626861205289
earnings_yield,0.02993555980000685,0.04360569240362122,0.6256550383333117,3.9569899013864456,0.966837483753942,0.008787437603993344,0.8999999999999998,0.2648858585861059
free_cash_flow_yield,0.02183343752097865,0.02810766981666816,0.32243640510729477,2.0392668813915997,0.9699155203303839,0.005719633943427621,0.7,0.20015043101518906
gross_margin,-0.006390473390985303,-0.020173999655739582,-0.21162234172571398,-1.3384172072634881,0.4878622169442298,0.49989600665557404,-0.39999999999999997,0.12884764621235484
max_drawdown_252d,0.01454674433967924,0.002130709442209061,0.011840230047764331,0.07488418994259906,0.975609756097561,0.0,0.7999999999999999,0.12424734004924805
momentum_12_1,0.03385718973661449,0.021356850426678883,0.14568127165530148,0.9213692617209616,0.9752453598453987,0.0003639767054908486,0.3,0.22394802127358546
momentum_3m,0.01273367341888967,0.004977935624411833,0.03594697660095372,0.2273486421115829,0.975609756097561,0.0,0.6,0.4427697296927115
momentum_6m,0.03325667211741567,0.017162567881228878,0.12059700890645002,0.762722454295988,0.975609756097561,0.0,0.7,0.29987441713626894
operating_margin,-0.003246033999681551,-0.007424154770854565,-0.10833241992080944,-0.6851543827751112,0.7877331232056487,0.19238768718801996,-0.6,0.17922531025162605
realized_vol_252d,-0.036878897980066404,-0.015557876317493283,-0.07865427705282632,-0.4974533264016941,0.975609756097561,0.0,-0.8999999999999998,0.07693177747474385
realized_vol_60d,-0.03869904888886242,-0.014962181382838845,-0.07829256754253033,-0.49516567459393523,0.975609756097561,0.0,-0.8999999999999998,0.2470051170844923
roe,-0.002661804057874976,-9.556465646116952e-06,-0.00019081326192615678,-0.0012068090309058865,0.9663112603711527,0.009307404326123129,-0.3,0.2239079930878841
sales_yield,0.021165980124184313,0.036897010462410354,0.40176510123526094,2.5409856085431057,0.9450649597490829,0.03119800332778702,0.8999999999999998,0.16073389365815732
