factor_name,ic,rank_ic,ic_ir,t_stat,coverage,missing_rate,quantile_monotonicity,top_quantile_turnover
accruals,-0.06988245404794405,-0.07406927775330588,-0.45605503346556725,-2.8843452882710117,0.975609756097561,0.0,-0.7,0.24583333333333335
beta_to_spy,-0.13784721820013224,-0.09789723130117953,-0.5242515715661493,-3.315658066143597,0.975609756097561,0.0,-0.7,0.05833333333333333
book_to_market,-0.07348529204318274,-0.06290463987770008,-0.36193925980089237,-2.289104871212482,0.975609756097561,0.0,-0.19999999999999998,0.09166666666666666
debt_to_equity,-0.043617224225955833,-0.048982190983754524,-0.33500377870661524,-2.1187499309518416,0.975609756097561,0.0,-0.8999999999999998,0.27083333333333337
earnings_yield,-0.06259391441647484,-0.0571620994206251,-0.3814754038616536,-2.4126622950708354,0.975609756097561,0.0,-0.49999999999999994,0.04999999999999999
free_cash_flow_yield,-0.0572365839679438,-0.03863247863247863,-0.2549913173829408,-1.612706692993957,0.975609756097561,0.0,-0.19999999999999998,0.07083333333333333
gross_margin,-0.028168800316196712,-0.051489713557954696,-0.3639475993234314,-2.3018067256247994,0.975609756097561,0.0,-0.6,0.25833333333333336
max_drawdown_252d,0.08684421287605797,0.04447923019198141,0.2082785274698725,1.3172690690214879,0.975609756097561,0.0,0.19999999999999998,0.1375
momentum_12_1,0.024899376771563914,0.0059216856685336714,0.03072947273204127,0.19435025025857494,0.975609756097561,0.0,0.09999999999999999,0.175
momentum_3m,0.06669839509500304,0.01304600858283681,0.051882401362243945,0.32813311756742713,0.975609756097561,0.0,0.0,0.45833333333333337
momentum_6m,0.04668587478826326,0.00657264957264958,0.030697090070662018,0.19414544432526218,0.975609756097561,0.0,0.3,0.2791666666666667
operating_margin,0.06337149603724969,0.06847195021882199,0.4458566109363706,2.819844800804939,0.975609756097561,0.0,0.7,0.062499999999999986
realized_vol_252d,-0.14436574053466944,-0.08294951002851043,-0.373855776398503,-2.364471539659782,0.975609756097561,0.0,-0.3,0.06666666666666665
realized_vol_60d,-0.09438439946571602,-0.05971602843594259,-0.31265838657890066,-1.9774252622854929,0.975609756097561,0.0,-0.39999999999999997,0.22916666666666666
roe,0.04966914105408145,0.04012076586224613,0.2496899974106939,1.5791782015586755,0.975609756097561,0.0,0.3,0.2
sales_yield,-0.08146970960552634,-0.07141880341880343,-0.40580622531496136,-2.566543921341516,0.975609756097561,0.0,-0.3,0.03749999999999999
