date,symbol,weight,sector,position_value
2023-02-01,AAPL,0.150000000131909,Information Technology,149866.56434380557
2023-02-01,CAT,0.1499999973916793,Industrials,149866.5616060135
2023-02-01,MSFT,0.14999999661887672,Information Technology,149866.5608338984
2023-02-01,SBUX,0.14999999135423858,Consumer Discretionary,149866.55557394354
2023-02-01,DIS,0.14999999184377935,Communication Services,149866.5560630488
2023-02-01,LLY,0.14999996942068827,Healthcare,149866.53365990467
2023-02-01,WMT,0.03999997110732146,Consumer Staples,39964.388256227285
2023-02-01,MRK,0.02000005271654444,Healthcare,19982.261231251137
2023-02-01,AMGN,0.020000015841771315,Healthcare,19982.224389280775
2023-02-01,HD,0.020000013573191526,Consumer Discretionary,19982.222122719053
2023-02-02,AAPL,0.15425247723616053,Information Technology,155420.9979485515
2023-02-02,CAT,0.14597409914253198,Industrials,147079.90801754608
2023-02-02,MSFT,0.15571331395118088,Information Technology,156892.9010528416
2023-02-02,SBUX,0.1476038486948344,Consumer Discretionary,148722.00353758916
2023-02-02,DIS,0.15393391359974942,Communication Services,155100.0210724049
2023-02-02,LLY,0.14358596321878161,Healthcare,144673.68106316266
2023-02-02,WMT,0.03937604435532043,Consumer Staples,39674.33274734912
2023-02-02,MRK,0.019179481991235998,Healthcare,19324.773803473
2023-02-02,AMGN,0.01984164213621055,Healthcare,19991.9500613696
2023-02-02,HD,0.02053921567399419,Consumer Discretionary,20694.807981886803
2023-02-03,AAPL,0.15893165149313826,Information Technology,159213.30162837752
2023-02-03,CAT,0.1485343309561389,Industrials,148797.55551844882
2023-02-03,MSFT,0.15291602183377162,Information Technology,153187.0113932779
2023-02-03,SBUX,0.14186226941853583,Consumer Discretionary,142113.67011180054
2023-02-03,DIS,0.15140665365028186,Communication Services,151674.96838857405
2023-02-03,LLY,0.1480773016684622,Healthcare,148339.7163080193
2023-02-03,WMT,0.039077457620389645,Consumer Staples,39146.708591610215
2023-02-03,MRK,0.019193631485261296,Healthcare,19227.645407930373
2023-02-03,AMGN,0.019846493173405467,Healthcare,19881.66406248766
2023-02-03,HD,0.020154188700614886,Consumer Discretionary,20189.90487118152
