category,metric,value
performance,total_return,5.989910910782368
performance,gross_total_return,6.014514944474582
performance,net_total_return,5.989910910782368
performance,benchmark_total_return,2.6176698027634453
performance,cagr,0.20522817980348762
performance,annualized_volatility,0.18606804030667048
performance,downside_volatility,0.1306855370631159
performance,sharpe_ratio,1.09701494311739
performance,sortino_ratio,1.5619128576898662
performance,calmar_ratio,0.5453839626399118
performance,omega_ratio,1.2361869054235062
performance,max_drawdown,-0.37630035692668307
performance,var_95_daily,-0.016925609450815025
performance,cvar_95_daily,-0.027894072653829656
benchmark,alpha_annualized,0.0657649441116606
benchmark,beta,0.990488905865285
benchmark,correlation,0.9569266389290408
benchmark,r_squared,0.9157085922920309
benchmark,tracking_error,0.05404815129040163
benchmark,information_ratio,1.1922036974444428
benchmark,up_capture,1.0202981907350015
benchmark,down_capture,0.9478494593069404
portfolio,average_turnover,0.03395211395183549
portfolio,average_number_of_holdings,38.416
portfolio,cost_drag,0.024604033692214422
portfolio,max_adv_participation,0.0010440300507393299
portfolio,average_holding_period_days,1269.0642857142857
portfolio,estimated_capacity,95782683.58193809
portfolio,average_hhi,0.040024710321396643
portfolio,average_effective_holdings,25.17137615446109
