category,metric,value
performance,total_return,0.4969590320341304
performance,gross_total_return,0.5157443113401345
performance,net_total_return,0.4969590320341304
performance,benchmark_total_return,0.4351664289665711
performance,cagr,0.2244864431645992
performance,annualized_volatility,0.14587328754461565
performance,downside_volatility,0.09742495963742076
performance,sharpe_ratio,1.4616680243625217
performance,sortino_ratio,2.1885389617416644
performance,calmar_ratio,1.2840226249195843
performance,omega_ratio,1.305914869035725
performance,max_drawdown,-0.17483059784764954
performance,var_95_daily,-0.0131190489507369
performance,cvar_95_daily,-0.020880722163758823
benchmark,alpha_annualized,0.06100662935711165
benchmark,beta,0.7842301538647519
benchmark,correlation,0.8575877045841362
benchmark,r_squared,0.7354566710538878
benchmark,tracking_error,0.08254639426951235
benchmark,information_ratio,0.23172100371203225
benchmark,up_capture,0.8574480973357895
benchmark,down_capture,0.7941955264445554
portfolio,average_turnover,0.6061280545581481
portfolio,average_number_of_holdings,30.0
portfolio,cost_drag,0.018785279306004155
portfolio,max_adv_participation,0.0006932277290602445
