category,metric,value
performance,total_return,0.9186424711462833
performance,gross_total_return,0.9229054575175166
performance,net_total_return,0.9186424711462833
performance,benchmark_total_return,0.8775907710964976
performance,cagr,0.2176122105519187
performance,annualized_volatility,0.1484949923111826
performance,downside_volatility,0.09817278434706667
performance,sharpe_ratio,1.4004760398051468
performance,sortino_ratio,2.11834349148797
performance,calmar_ratio,1.1528450287709748
performance,omega_ratio,1.2749302086123342
performance,max_drawdown,-0.18876102608857215
performance,var_95_daily,-0.013984439818864547
performance,cvar_95_daily,-0.01995794820290784
benchmark,alpha_annualized,0.03052059752637416
benchmark,beta,0.8802036207482875
benchmark,correlation,0.8872704878989767
benchmark,r_squared,0.787248918696488
benchmark,tracking_error,0.07080169299565459
benchmark,information_ratio,0.08997609442864535
benchmark,up_capture,0.9169623593783678
benchmark,down_capture,0.8853686617481527
portfolio,average_turnover,0.06761591681476288
portfolio,average_number_of_holdings,50.0
portfolio,cost_drag,0.004262986371233346
portfolio,max_adv_participation,0.0005988825154474061
