date,holding_count,turnover,gross_return,transaction_cost,net_return
2018-01-31,50,0.5,-0.05294341732055399,0.0005,-0.05344341732055399
2018-02-28,50,0.33999999999999997,-0.031589258619156235,0.00033999999999999997,-0.031929258619156235
2018-03-29,50,0.28,-0.0075387312635366265,0.00028000000000000003,-0.007818731263536627
2018-04-30,50,0.36000000000000004,0.04556181909134413,0.0003600000000000001,0.04520181909134413
2018-05-31,50,0.12,-0.009207703192021419,0.00011999999999999999,-0.00932770319202142
2018-06-29,50,0.22000000000000003,0.04509330395955142,0.00022,0.04487330395955142
2018-07-31,50,0.18,0.009894853439095953,0.00017999999999999998,0.009714853439095953
2018-08-31,50,0.14,-0.008253042440178111,0.00014000000000000001,-0.00839304244017811
2018-09-28,50,0.08,-0.15204675191678843,8e-05,-0.15212675191678843
2018-10-31,50,0.30000000000000004,0.025538456755180648,0.00030000000000000003,0.025238456755180647
2018-11-30,50,0.14,-0.11583312190633713,0.00014000000000000001,-0.11597312190633713
2018-12-31,50,0.14,0.12505944741667868,0.00014000000000000001,0.12491944741667868
2019-01-31,50,0.72,0.04248753933383767,0.0007199999999999999,0.04176753933383767
2019-02-28,50,0.26,-0.008944626910783066,0.00026000000000000003,-0.009204626910783066
2019-03-29,50,0.24000000000000002,0.0616808289130139,0.00024000000000000003,0.061440828913013903
2019-04-30,50,0.38,-0.12533741759303282,0.00037999999999999997,-0.12571741759303282
2019-05-31,50,0.2,0.13037493410077627,0.0002,0.13017493410077627
2019-06-28,50,0.18,0.014383050378774494,0.00017999999999999998,0.014203050378774494
2019-07-31,50,0.26,-0.10859804360886761,0.00026000000000000003,-0.10885804360886761
2019-08-30,50,0.12,0.040225844646692294,0.00011999999999999999,0.04010584464669229
2019-09-30,50,0.18000000000000002,0.040005296439264225,0.00018000000000000004,0.039825296439264225
2019-10-31,50,0.4,0.0656152240048752,0.0004,0.0652152240048752
2019-11-29,50,0.26000000000000006,0.03401313850063912,0.00026000000000000003,0.033753138500639115
2019-12-31,50,0.22000000000000003,-0.059138527859318855,0.00022,-0.05935852785931885
2020-01-31,50,0.34,-0.10586620715719305,0.00034,-0.10620620715719306
2020-02-28,50,0.28,-0.26994865174899474,0.00028000000000000003,-0.27022865174899474
2020-03-31,50,0.42000000000000004,0.17605552458965745,0.00042,0.17563552458965745
2020-04-30,50,0.8799999999999999,0.07364780634091338,0.0008799999999999999,0.07276780634091337
