category,metric,value
performance,total_return,5.785280895545771
performance,gross_total_return,5.8206039324339685
performance,net_total_return,5.785280895545771
performance,benchmark_total_return,2.3491688583032495
performance,cagr,0.21158879431055433
performance,annualized_volatility,0.18861576479653164
performance,downside_volatility,0.13258966486514484
performance,sharpe_ratio,1.1126232538725964
performance,sortino_ratio,1.5827650380821867
performance,calmar_ratio,0.6458308777874524
performance,omega_ratio,1.2358387846811911
performance,max_drawdown,-0.3276226045980256
performance,var_95_daily,-0.017612895304198885
performance,cvar_95_daily,-0.02874599435460803
benchmark,alpha_annualized,0.07278915594799876
benchmark,beta,0.9955729838870774
benchmark,correlation,0.9568678870158075
benchmark,r_squared,0.9155961532020961
benchmark,tracking_error,0.05480317012333389
benchmark,information_ratio,1.3170707141133655
benchmark,up_capture,1.0568269672929118
benchmark,down_capture,0.9816726165816732
portfolio,average_turnover,0.0471815371665881
portfolio,average_number_of_holdings,50.0
portfolio,cost_drag,0.03532303688819738
portfolio,max_adv_participation,0.0015700846138774985
