category,metric,value
performance,total_return,5.373498777996651
performance,gross_total_return,5.406953271282103
performance,net_total_return,5.373498777996651
performance,benchmark_total_return,2.3491688583032495
performance,cagr,0.2040090915557844
performance,annualized_volatility,0.1836874093791219
performance,downside_volatility,0.12927886514384004
performance,sharpe_ratio,1.1033297067389394
performance,sortino_ratio,1.567679104364097
performance,calmar_ratio,0.6055105649566122
performance,omega_ratio,1.2358001929866502
performance,max_drawdown,-0.33692077952496613
performance,var_95_daily,-0.017166896903972773
performance,cvar_95_daily,-0.027718566922563432
benchmark,alpha_annualized,0.06895473428515551
benchmark,beta,0.9711967343590105
benchmark,correlation,0.9584836078193354
benchmark,r_squared,0.9186908264583695
benchmark,tracking_error,0.05263765321620311
benchmark,information_ratio,1.2346511670153082
benchmark,up_capture,1.0136533759814967
benchmark,down_capture,0.9397123072043899
portfolio,average_turnover,0.047772868730898164
portfolio,average_number_of_holdings,50.0
portfolio,cost_drag,0.03345449328545236
portfolio,max_adv_participation,0.002239763796169642
