factor_name,ic,rank_ic,ic_ir,t_stat,coverage,missing_rate,quantile_monotonicity,top_quantile_turnover
accruals,0.013697561281335953,0.005532584803786513,0.07720516321056387,0.26744653057468826,0.938225767993682,0.06170118995152049,0.49999999999999994,0.20925937889506077
beta_to_spy,-0.07944643996848104,-0.07764291244574852,-0.41313657840269635,-1.431147088517266,1.0,0.0,-0.6,0.07426726836112695
book_to_market,0.04993583370938531,0.05589169557535811,0.7052545106636607,2.4430732894731744,0.9807503451604437,0.019171441163508152,0.8999999999999998,0.06476059310262407
debt_to_equity,-0.026691592359285723,-0.013081712727826588,-0.1198995393888102,-0.4153441880510502,0.6431028371750181,0.35676509475539886,-0.7,0.1364792633056923
earnings_yield,0.0026401812351318776,0.0137112382826316,0.1401157186004352,0.4853750871099547,0.9708736111675208,0.02908770383428823,0.3,0.21751166155996723
free_cash_flow_yield,0.033130992098927906,0.013924102293367767,0.22172163882404433,0.7680662871613618,0.965138569306359,0.03481710004407228,0.39999999999999997,0.16403960688351968
gross_margin,-0.08156439872013728,0.045931503145113683,0.22216968998656003,0.7696183819170967,0.2166790575859202,0.7833847509916263,0.49999999999999994,0.010695187165775404
max_drawdown_252d,0.09886268156684881,0.08018883158588172,0.5193819617489648,1.7991918925680042,1.0,0.0,0.8999999999999998,0.0990289076826404
momentum_12_1,-0.0934354287706507,-0.0992209680925986,-0.6475019298521112,-2.2430124810055116,0.9991182419494993,0.0008814455707360071,-0.9999999999999999,0.25405999647265953
momentum_3m,-0.04982491874254516,-0.07550185228292221,-0.9032654057388972,-3.129003150918174,1.0,0.0,-0.7,0.4596629119333452
momentum_6m,-0.04727567197935765,-0.050508802595226505,-0.3704918675767277,-1.2834214768679457,1.0,0.0,-0.09999999999999999,0.3572225135107746
operating_margin,0.0017569636090606678,0.016940029028430593,0.1382237056925433,0.4788209621398649,0.4801849009000418,0.5198325253415601,0.7,0.25775125775125773
realized_vol_252d,-0.07979499309311362,-0.05700200198605495,-0.4298747314386336,-1.4891297514834791,1.0,0.0,-0.8999999999999998,0.06486417553862006
realized_vol_60d,-0.09469803492814499,-0.06736193530872889,-0.5417234954668976,-1.8765852356049502,1.0,0.0,-0.9999999999999999,0.21867714018071235
roe,-0.02435171739453394,-0.043123524866263356,-0.5273589684777358,-1.8268250544611049,0.9571442576373318,0.04275011018069634,-0.7,0.19812520467483596
sales_yield,0.010871174250245474,0.05600926081637415,0.5184076838917747,1.7958168950693192,0.6480864438509776,0.35191714411635083,0.8999999999999998,0.12958348136159686
