category,metric,value
performance,total_return,0.4678207214143768
performance,gross_total_return,0.4704023321598154
performance,net_total_return,0.4678207214143768
performance,benchmark_total_return,0.4351664289665711
performance,cagr,0.212463085935801
performance,annualized_volatility,0.1419946262168071
performance,downside_volatility,0.09383956186688279
performance,sharpe_ratio,1.4280482496035216
performance,sortino_ratio,2.1608708884390015
performance,calmar_ratio,1.1984573444101583
performance,omega_ratio,1.296692863389105
performance,max_drawdown,-0.17728047387482815
performance,var_95_daily,-0.012960378025092001
performance,cvar_95_daily,-0.01958773517763152
benchmark,alpha_annualized,0.04695172355717295
benchmark,beta,0.8028388008431498
benchmark,correlation,0.9019183527787074
benchmark,r_squared,0.8134567150790568
benchmark,tracking_error,0.06892263314717492
benchmark,information_ratio,0.12600491806238856
benchmark,up_capture,0.8590312234424444
benchmark,down_capture,0.8103097098420727
portfolio,average_turnover,0.09174330611571825
portfolio,average_number_of_holdings,35.0
portfolio,cost_drag,0.0025816107454386117
portfolio,max_adv_participation,0.0006028032016750284
portfolio,average_holding_period_days,391.34328358208955
portfolio,estimated_capacity,165891620.55232424
portfolio,average_hhi,0.043042647562565144
portfolio,average_effective_holdings,23.336738577569633
