factor,accruals,beta_to_spy,book_to_market,debt_to_equity,earnings_yield,free_cash_flow_yield,gross_margin,max_drawdown_252d,momentum_12_1,momentum_3m,momentum_6m,operating_margin,realized_vol_252d,realized_vol_60d,roe,sales_yield
accruals,1.0,-0.05753162889354663,-0.009367426881508451,-0.01018557008154483,0.06438382575886209,0.14340106677878742,-0.04458283963388798,0.03401465116587326,0.018481741199313426,-0.0018612750837205612,-0.015212460541530266,0.17673148645466114,-0.06142736533188136,-0.047698591061694634,0.21610138048714536,0.025269244157486926
beta_to_spy,-0.05753162889354663,1.0,-0.1867902920169312,0.005023470222484626,-0.294166830773118,-0.3068671074143197,0.036108104762581014,-0.4287711342832851,-0.2594479438340078,-0.1168955775652942,-0.13115245687201552,-0.25796960811092995,0.74112796265355,0.5790601048019395,-0.1746892720839864,-0.2086721653126542
book_to_market,-0.009367426881508451,-0.1867902920169312,1.0,0.20532000893997326,0.845779131054989,0.7907616903462232,0.010280077487491494,0.037188488882812204,0.04209271257674004,0.006646149498200525,0.01607090409317562,0.08143506631381604,-0.078413900518817,-0.050127388701362185,-0.1476554625034441,0.90307294642639
debt_to_equity,-0.01018557008154483,0.005023470222484626,0.20532000893997326,1.0,0.051462754842194154,0.046707900086542097,0.0019188078176890296,0.03520917171530389,-0.023051879077038154,-0.03396980466648806,-0.02368534877325195,0.030169547844000163,0.008418644710634108,0.0008847330023804377,-0.40298428028320527,0.03768419517526185
earnings_yield,0.06438382575886209,-0.294166830773118,0.845779131054989,0.051462754842194154,1.0,0.9716950460851915,0.0036187020103227428,0.10788038219276498,0.10735574337368135,0.04395951633356306,0.06844325989812634,0.3226863638362735,-0.20930774313191128,-0.17281827713840592,0.19882925361131742,0.9367548670403048
free_cash_flow_yield,0.14340106677878742,-0.3068671074143197,0.7907616903462232,0.046707900086542097,0.9716950460851915,1.0,0.006449277384864179,0.12638992016867046,0.1171512678777058,0.04329065101975202,0.06744321920070986,0.3860280909524224,-0.24444256971237335,-0.21042234191340306,0.2572283287542637,0.8789561734451012
gross_margin,-0.04458283963388798,0.036108104762581014,0.010280077487491494,0.0019188078176890296,0.0036187020103227428,0.006449277384864179,1.0,0.004407993276192901,-0.023950101599005055,-0.07110934346001085,-0.044658864749525254,-0.01613295492531343,-0.0023040907728759407,0.017465445451668733,-0.050996257764947414,-0.005402961386728204
max_drawdown_252d,0.03401465116587326,-0.4287711342832851,0.037188488882812204,0.03520917171530389,0.10788038219276498,0.12638992016867046,0.004407993276192901,1.0,-0.18222426459771882,-0.08221638660932389,-0.1623415180166152,0.15035762796131652,-0.6250386465763211,-0.5150125124223228,0.09074848830682218,0.02973095127826554
momentum_12_1,0.018481741199313426,-0.2594479438340078,0.04209271257674004,-0.023051879077038154,0.10735574337368135,0.1171512678777058,-0.023950101599005055,-0.18222426459771882,1.0,0.30888380637853585,0.5744847859728321,0.13832694722797145,-0.26958721255359125,-0.2642192555356826,0.11613373433828933,0.05108564381946145
momentum_3m,-0.0018612750837205612,-0.1168955775652942,0.006646149498200525,-0.03396980466648806,0.04395951633356306,0.04329065101975202,-0.07110934346001085,-0.08221638660932389,0.30888380637853585,1.0,0.6675555454816515,0.06310303009837918,-0.12329426127177005,-0.09001640538383532,0.06819181223245993,0.024171354717013326
momentum_6m,-0.015212460541530266,-0.13115245687201552,0.01607090409317562,-0.02368534877325195,0.06844325989812634,0.06744321920070986,-0.044658864749525254,-0.1623415180166152,0.5744847859728321,0.6675555454816515,1.0,0.09658890184709917,-0.16237527117050315,-0.14031880840541336,0.09075209220303401,0.038997688719730625
operating_margin,0.17673148645466114,-0.25796960811092995,0.08143506631381604,0.030169547844000163,0.3226863638362735,0.3860280909524224,-0.01613295492531343,0.15035762796131652,0.13832694722797145,0.06310303009837918,0.09658890184709917,1.0,-0.32543470694705945,-0.28067461877903327,0.6764974277910103,0.10903534344705769
realized_vol_252d,-0.06142736533188136,0.74112796265355,-0.078413900518817,0.008418644710634108,-0.20930774313191128,-0.24444256971237335,-0.0023040907728759407,-0.6250386465763211,-0.26958721255359125,-0.12329426127177005,-0.16237527117050315,-0.32543470694705945,1.0,0.8088868772255217,-0.23083474421029038,-0.07299905940000935
realized_vol_60d,-0.047698591061694634,0.5790601048019395,-0.050127388701362185,0.0008847330023804377,-0.17281827713840592,-0.21042234191340306,0.017465445451668733,-0.5150125124223228,-0.2642192555356826,-0.09001640538383532,-0.14031880840541336,-0.28067461877903327,0.8088868772255217,1.0,-0.1878742864687861,-0.04359815703286296
roe,0.21610138048714536,-0.1746892720839864,-0.1476554625034441,-0.40298428028320527,0.19882925361131742,0.2572283287542637,-0.050996257764947414,0.09074848830682218,0.11613373433828933,0.06819181223245993,0.09075209220303401,0.6764974277910103,-0.23083474421029038,-0.1878742864687861,1.0,0.034502314668831816
sales_yield,0.025269244157486926,-0.2086721653126542,0.90307294642639,0.03768419517526185,0.9367548670403048,0.8789561734451012,-0.005402961386728204,0.02973095127826554,0.05108564381946145,0.024171354717013326,0.038997688719730625,0.10903534344705769,-0.07299905940000935,-0.04359815703286296,0.034502314668831816,1.0
