signal_date,execution_date,symbol,trade_notional,current_weight,target_weight,commission,slippage,market_impact,total_cost,adv_participation
2023-01-31,2023-02-01,IBKR,50000.00030992741,0.0,0.05000000030992741,5.000000030992741,25.000000154963708,34.890520824635544,64.890521010592,0.0005517217567047423
2023-01-31,2023-02-01,WRB,50000.00030833532,0.0,0.050000000308335325,5.000000030833532,25.00000015416766,26.889777310608643,56.889777495609835,0.0006013028414612646
2023-01-31,2023-02-01,PCG,50000.00029778138,0.0,0.05000000029778138,5.000000029778138,25.000000148890688,17.40387792762526,47.40387810629409,0.00023952902528283593
2023-01-31,2023-02-01,BSX,50000.00027532654,0.0,0.05000000027532654,5.000000027532654,25.00000013766327,12.08562082654157,42.08562099173749,0.00015266557682873857
2023-01-31,2023-02-01,SO,50000.000270984274,0.0,0.05000000027098427,5.0000000270984275,25.000000135492137,15.859616064157223,45.85961622674779,0.00021943489634581705
2023-01-31,2023-02-01,RF,50000.00009802842,0.0,0.050000000098028415,5.000000009802842,25.000000049014208,24.46413602470394,54.46413608352099,0.0003456610623735911
2023-01-31,2023-02-01,FSLR,50000.000053736236,0.0,0.050000000053736234,5.000000005373623,25.00000002686812,28.556897895397636,58.55689792763938,0.00012750426006869799
2023-01-31,2023-02-01,TDY,49999.999926164375,0.0,0.04999999992616438,4.999999992616438,24.999999963082185,32.584837909700745,62.584837865399365,0.0005915550782012856
2023-01-31,2023-02-01,AZO,49999.99961338692,0.0,0.04999999961338692,4.999999961338692,24.99999980669346,12.370800695105567,42.37080046313772,0.00014325034992181723
2023-01-31,2023-02-01,KMI,49999.99960257076,0.0,0.04999999960257076,4.9999999602570755,24.99999980128538,17.943918028949117,47.94391779049157,0.0002443414131329919
2023-01-31,2023-02-01,IBM,49999.9994927393,0.0,0.0499999994927393,4.9999999492739295,24.99999974636965,9.407791965171405,39.407791660814986,7.673728650411672e-05
2023-01-31,2023-02-01,NCLH,49999.99945574183,0.0,0.04999999945574183,4.999999945574183,24.999999727870918,39.58732207950693,69.58732175295204,0.0002430404820063211
2023-01-31,2023-02-01,FAST,49999.99863377191,0.0,0.04999999863377191,4.999999863377191,24.999999316885955,22.430462498359443,52.43046167862259,0.0002957223421409707
2023-01-31,2023-02-01,APD,49999.998594174096,0.0,0.049999998594174096,4.99999985941741,24.999999297087047,18.011406423806193,48.01140558031065,0.0001731068553270333
