category,metric,value
performance,total_return,0.44103271115401665
performance,gross_total_return,0.4434607847492944
performance,net_total_return,0.44103271115401665
performance,benchmark_total_return,0.4351664289665711
performance,cagr,0.20130422088448174
performance,annualized_volatility,0.1447809737385933
performance,downside_volatility,0.09535693037556403
performance,sharpe_ratio,1.3393557524265338
performance,sortino_ratio,2.0335515127738595
performance,calmar_ratio,1.0779380851054072
performance,omega_ratio,1.2804672930281842
performance,max_drawdown,-0.18674933529674576
performance,var_95_daily,-0.014228893524961888
performance,cvar_95_daily,-0.020094918413297448
benchmark,alpha_annualized,0.03523551148130938
benchmark,beta,0.8175446385727072
benchmark,correlation,0.9007634614514746
benchmark,r_squared,0.8113748134860421
benchmark,tracking_error,0.06928905281076202
benchmark,information_ratio,-0.00255966352214932
benchmark,up_capture,0.8538606774202029
benchmark,down_capture,0.8157611525674481
portfolio,average_turnover,0.08840878781272603
portfolio,average_number_of_holdings,36.52173913043478
portfolio,cost_drag,0.0024280735952777466
portfolio,max_adv_participation,0.0008686352019864181
