category,metric,value
performance,total_return,0.46782072141428577
performance,gross_total_return,0.4704023321597288
performance,net_total_return,0.46782072141428577
performance,benchmark_total_return,0.4351664289665711
performance,cagr,0.21246308593576324
performance,annualized_volatility,0.14199462621681067
performance,downside_volatility,0.09383956186688663
performance,sharpe_ratio,1.4280482496032705
performance,sortino_ratio,2.160870888438587
performance,calmar_ratio,1.1984573444099453
performance,omega_ratio,1.2966928633890547
performance,max_drawdown,-0.17728047387482815
performance,var_95_daily,-0.012960378025092001
performance,cvar_95_daily,-0.01958773517763152
benchmark,alpha_annualized,0.04695172355713647
benchmark,beta,0.8028388008431802
benchmark,correlation,0.9019183527787189
benchmark,r_squared,0.8134567150790777
benchmark,tracking_error,0.06892263314717119
benchmark,information_ratio,0.12600491806195144
benchmark,up_capture,0.8590312234424786
benchmark,down_capture,0.8103097098421571
portfolio,average_turnover,0.09174330611586017
portfolio,average_number_of_holdings,35.0
portfolio,cost_drag,0.0025816107454430526
portfolio,max_adv_participation,0.0006028032016750284
portfolio,average_holding_period_days,391.34328358208955
portfolio,estimated_capacity,165891620.55232424
portfolio,average_hhi,0.04304264756257075
portfolio,average_effective_holdings,23.33673857756617
