category,metric,value
performance,total_return,6.307704535814308
performance,gross_total_return,6.348899232237417
performance,net_total_return,6.307704535814308
performance,benchmark_total_return,2.6176698027634453
performance,cagr,0.2103834423545925
performance,annualized_volatility,0.18264098626367983
performance,downside_volatility,0.1281692407906197
performance,sharpe_ratio,1.13750627879489
performance,sortino_ratio,1.6209448332429537
performance,calmar_ratio,0.6260832837258372
performance,omega_ratio,1.2424804434619698
performance,max_drawdown,-0.3360310805658241
performance,var_95_daily,-0.01689881628722789
performance,cvar_95_daily,-0.027341467511603473
benchmark,alpha_annualized,0.07209993037854291
benchmark,beta,0.9711655952777686
benchmark,correlation,0.9558634546936693
benchmark,r_squared,0.9136749440189164
benchmark,tracking_error,0.053911735011203214
benchmark,information_ratio,1.2626611586799856
benchmark,up_capture,1.0143439496206819
benchmark,down_capture,0.9365283195642121
portfolio,average_turnover,0.04842520857848671
portfolio,average_number_of_holdings,41.368
portfolio,cost_drag,0.041194696423109356
portfolio,max_adv_participation,0.0022397637084218694
portfolio,average_holding_period_days,1486.553846153846
portfolio,estimated_capacity,44647566.89466126
portfolio,average_hhi,0.03988863660769805
portfolio,average_effective_holdings,25.289830807529363
