category,metric,value
performance,total_return,0.8003592739978238
performance,gross_total_return,0.811771611251181
performance,net_total_return,0.8003592739978238
performance,benchmark_total_return,1.7451182148136302
performance,cagr,0.187315299866327
performance,annualized_volatility,0.1651043029698565
performance,downside_volatility,0.11048797162985499
performance,sharpe_ratio,1.12259913393905
performance,sortino_ratio,1.6775214965887653
performance,calmar_ratio,0.8206820818330961
performance,omega_ratio,1.2229255935886632
performance,max_drawdown,-0.22824343800456182
performance,var_95_daily,-0.015251365239115067
performance,cvar_95_daily,-0.02284483595438574
benchmark,alpha_annualized,-0.02628765460543423
benchmark,beta,0.6720936612924708
benchmark,correlation,0.8126952113611722
benchmark,r_squared,0.6604735065693803
benchmark,tracking_error,0.11636539292399845
benchmark,information_ratio,-1.1132271956446853
benchmark,up_capture,0.634735812609432
benchmark,down_capture,0.6494682004530906
portfolio,average_turnover,0.19162874513276634
portfolio,average_number_of_holdings,10.0
portfolio,cost_drag,0.011412337253357219
portfolio,max_adv_participation,0.00026341235129765473
portfolio,average_holding_period_days,799.3636363636364
portfolio,estimated_capacity,379632919.66898113
portfolio,average_hhi,0.13310677962620404
portfolio,average_effective_holdings,7.516105973496339
