category,metric,value
performance,total_return,1.0726930706805518
performance,gross_total_return,1.0800035237708272
performance,net_total_return,1.0726930706805518
performance,benchmark_total_return,0.9523522945885488
performance,cagr,0.14597250532042882
performance,annualized_volatility,0.17528658233562022
performance,downside_volatility,0.12065990694306951
performance,sharpe_ratio,0.8651746037671323
performance,sortino_ratio,1.2568673659716074
performance,calmar_ratio,0.5329043981302368
performance,omega_ratio,1.1616246857259873
performance,max_drawdown,-0.27391874758885837
performance,var_95_daily,-0.016765302863947687
performance,cvar_95_daily,-0.024635472731320083
benchmark,alpha_annualized,0.018286891711997693
benchmark,beta,0.9585372442868785
benchmark,correlation,0.9165620906470221
benchmark,r_squared,0.8400860660112399
benchmark,tracking_error,0.07043943685092835
benchmark,information_ratio,0.1777122150113551
benchmark,up_capture,0.9790744746014041
benchmark,down_capture,0.9615314270583605
portfolio,average_turnover,0.06261457280659331
portfolio,average_number_of_holdings,25.0
portfolio,cost_drag,0.007310453090275448
portfolio,max_adv_participation,0.0005355114950491986
