date,holding_count,turnover,gross_return,transaction_cost,net_return
2024-07-31,50,0.5,0.016520908062465353,0.0005,0.016020908062465353
2024-08-30,50,0.36000000000000004,0.04269366702653324,0.0003600000000000001,0.04233366702653324
2024-09-30,50,0.38,0.023272494093736284,0.00037999999999999997,0.022892494093736285
2024-10-31,50,0.7000000000000001,0.0528046010695803,0.0007000000000000001,0.0521046010695803
2024-11-29,50,0.46,-0.0557363558473338,0.00046000000000000007,-0.056196355847333804
2024-12-31,50,0.54,0.03843337288031751,0.00054,0.03789337288031751
2025-01-31,50,0.66,-0.05257839243603586,0.0006600000000000001,-0.05323839243603586
2025-02-28,50,0.6,-0.07486726743693552,0.0006,-0.07546726743693552
2025-03-31,50,0.34,-0.020212788217253707,0.00034,-0.020552788217253707
2025-04-30,50,0.7,0.03940545346982159,0.0007,0.03870545346982159
2025-05-30,50,0.5000000000000001,0.022297020926995353,0.0005000000000000001,0.021797020926995352
2025-06-30,50,0.16000000000000003,-0.004592202974494073,0.00016000000000000004,-0.004752202974494074
2025-07-31,50,0.42000000000000004,0.0036344523132879948,0.00042,0.003214452313287995
2025-08-29,50,0.4800000000000001,0.02225705391609542,0.00048000000000000007,0.02177705391609542
2025-09-30,50,0.4,-0.010830392952041,0.0004,-0.011230392952040999
2025-10-31,50,0.42000000000000004,0.0026997037580199735,0.00042,0.0022797037580199733
2025-11-28,50,0.3,0.05400685860771592,0.0003,0.053706858607715915
2025-12-31,50,0.34,0.06322379119981754,0.00034,0.06288379119981755
2026-01-30,50,0.34,0.0013192603030047967,0.00034,0.0009792603030047966
2026-02-27,50,0.38,-0.04642634494652967,0.00037999999999999997,-0.04680634494652967
2026-03-31,50,0.28,0.10797700636744541,0.00028000000000000003,0.1076970063674454
2026-04-30,50,0.36,0.0507630734353841,0.00035999999999999997,0.0504030734353841
