date,bucket,contribution,average_weight,average_exposure,names,return_coverage
2024-09-03,high,-0.002112573965704322,0.49809999945893213,0.9984179463238301,17,1.0
2024-09-03,low,-0.008928871121702648,0.2512000023067188,-0.7332104656391351,17,1.0
2024-09-03,middle,0.000411859091007085,0.25069999823434663,0.36611258460177193,16,1.0
2024-09-04,high,0.0006938615379737293,0.49837825169150085,0.9984179463238301,17,1.0
2024-09-04,low,-0.0007822814194338467,0.25020888070203595,-0.7332104656391351,17,1.0
2024-09-04,middle,0.000930301353013059,0.25141286760646137,0.36611258460177193,16,1.0
2024-09-05,high,-0.004872508260558234,0.4965087498437142,0.9984179463238301,17,1.0
2024-09-05,low,-0.0006821956011609444,0.25107773820520163,-0.7332104656391351,17,1.0
2024-09-05,middle,-0.0005731967663260333,0.2524135119510826,0.36611258460177193,16,1.0
2024-09-06,high,-0.003951465164778486,0.4983988960500512,0.9984179463238301,17,1.0
2024-09-06,low,-0.005320838972838351,0.24860913741256968,-0.7332104656391351,17,1.0
2024-09-06,middle,-0.002363257932934934,0.25299196653737743,0.36611258460177193,16,1.0
2024-09-09,high,0.004729372496317679,0.4999418594391661,0.9984179463238301,17,1.0
2024-09-09,low,0.001287076808603287,0.2483235059925614,-0.7332104656391351,17,1.0
2024-09-09,middle,0.00032207298239046294,0.2517346345682708,0.36611258460177193,16,1.0
2024-09-10,high,0.001481181850951314,0.4985647502503427,0.9984179463238301,17,1.0
2024-09-10,low,0.0036475530289256817,0.24982471323947306,-0.7332104656391351,17,1.0
2024-09-10,middle,0.001304067647089722,0.25161053651018256,0.36611258460177193,16,1.0
2024-09-11,high,-0.0007714210135946576,0.49722946918781374,0.9984179463238301,17,1.0
2024-09-11,low,0.0035148673991592457,0.25291462526611774,-0.7332104656391351,17,1.0
2024-09-11,middle,-0.0014158061801887842,0.24985590554606688,0.36611258460177193,16,1.0
2024-09-12,high,0.0017414839584442134,0.4955349085451479,0.9984179463238301,17,1.0
2024-09-12,low,0.0016462855919989507,0.2527293430736554,-0.7332104656391351,17,1.0
2024-09-12,middle,0.00367596750342604,0.2517357483811952,0.36611258460177193,16,1.0
2024-09-13,high,0.002460717660489257,0.49360516650967645,0.9984179463238301,17,1.0
2024-09-13,low,0.004536524594057143,0.25494284778085236,-0.7332104656391351,17,1.0
2024-09-13,middle,0.001990027421559969,0.25145198570946986,0.36611258460177193,16,1.0
2024-09-16,high,0.0002581301219286078,0.4917510895372377,0.9984179463238301,17,1.0
2024-09-16,low,0.0024201543948273764,0.25612578184939083,-0.7332104656391351,17,1.0
2024-09-16,middle,0.001750192875494797,0.2521231286133698,0.36611258460177193,16,1.0
2024-09-17,high,-0.00043721042992621263,0.48988350020378213,0.9984179463238301,17,1.0
2024-09-17,low,0.0028794084807306076,0.25819399451651787,-0.7332104656391351,17,1.0
2024-09-17,middle,0.0004895158647163332,0.25192250527969845,0.36611258460177193,16,1.0
2024-09-18,high,-0.004002171190899698,0.4894390924996735,0.9984179463238301,17,1.0
2024-09-18,low,-0.0011250011155802269,0.2589457597624367,-0.7332104656391351,17,1.0
2024-09-18,middle,-0.0020825474960070875,0.251615147737888,0.36611258460177193,16,1.0
2024-09-19,high,0.0047676274903734805,0.488669212147183,0.9984179463238301,17,1.0
2024-09-19,low,0.006531546924365209,0.2625505002494298,-0.7332104656391351,17,1.0
2024-09-19,middle,-0.00019115921201880444,0.24878028760338566,0.36611258460177193,16,1.0
2024-09-20,high,0.0005502562792312523,0.48798884822056543,0.9984179463238301,17,1.0
2024-09-20,low,0.002660547078682861,0.26432725946069846,-0.7332104656391351,17,1.0
2024-09-20,middle,-0.0003762299108289941,0.24768389231873453,0.36611258460177193,16,1.0
2024-09-23,high,0.0020465055613395626,0.48820629746186656,0.9984179463238301,17,1.0
2024-09-23,low,-0.00029306919707768856,0.2630238920040808,-0.7332104656391351,17,1.0
2024-09-23,middle,0.002013791541460521,0.2487698105340512,0.36611258460177193,16,1.0
2024-09-24,high,0.0002832067149523475,0.48763455957954926,0.9984179463238301,17,1.0
2024-09-24,low,0.00035416967609601033,0.262861524312693,-0.7332104656391351,17,1.0
2024-09-24,middle,0.0011681611572392921,0.2495039161077562,0.36611258460177193,16,1.0
2024-09-25,high,-0.0007780838470964975,0.4875627340847675,0.9984179463238301,17,1.0
2024-09-25,low,0.0009464357834275514,0.2641721374441779,-0.7332104656391351,17,1.0
2024-09-25,middle,-0.0016001792778612767,0.24826512847105317,0.36611258460177193,16,1.0
2024-09-26,high,0.0009183936820079943,0.4841778574768164,0.9984179463238301,17,1.0
2024-09-26,low,0.006298415105462955,0.26796509897557996,-0.7332104656391351,17,1.0
2024-09-26,middle,0.001810800779021451,0.247857043547602,0.36611258460177193,16,1.0
2024-09-27,high,-0.0018039336456704277,0.4826912553224403,0.9984179463238301,17,1.0
2024-09-27,low,0.00017425874331819652,0.2682947805402685,-0.7332104656391351,17,1.0
2024-09-27,middle,0.0009898824749528681,0.24901396413728985,0.36611258460177193,16,1.0
2024-09-30,high,0.002943039919426548,0.4828848221773349,0.9491508054006818,17,1.0
2024-09-30,low,-0.00032714137110109905,0.26723398272227095,-0.7071262321702223,17,1.0
2024-09-30,middle,8.012153668107015e-05,0.24988119510039225,0.36488731225284243,16,1.0
2024-10-01,high,0.00013728260104830357,0.4928616155693114,0.9491508054006818,17,1.0
2024-10-01,low,-0.002759770641205186,0.2590194804188875,-0.7071262321702223,17,1.0
2024-10-01,middle,-0.0007622948917045772,0.24811890401179898,0.36488731225284243,16,1.0
2024-10-02,high,-2.627713807533893e-05,0.4918641478687681,0.9491508054006818,17,1.0
2024-10-02,low,0.002300581045677357,0.2607922075412299,-0.7071262321702223,17,1.0
2024-10-02,middle,-0.00029873899658096884,0.24734364458999986,0.36488731225284243,16,1.0
2024-10-03,high,-0.0015772073814181225,0.4921018073849236,0.9491508054006818,17,1.0
