date,holding_count,turnover,gross_return,transaction_cost,net_return
2021-01-29,25,0.5,0.12266759942091436,0.0005,0.12216759942091436
2021-02-26,25,0.6000000000000001,0.037341102654353614,0.0006000000000000001,0.03674110265435361
2021-03-31,25,0.5200000000000001,0.04862502137203155,0.0005200000000000001,0.04810502137203155
2021-04-30,25,0.68,0.024763963576226275,0.00068,0.024083963576226275
2021-05-28,25,0.44000000000000006,-0.008639789611491495,0.00044,-0.009079789611491494
2021-06-30,25,0.36000000000000004,0.002575311885251734,0.0003600000000000001,0.002215311885251734
2021-07-30,25,0.64,0.03210243426732249,0.00064,0.03146243426732249
2021-08-31,25,0.52,-0.012371654037320243,0.0005200000000000001,-0.012891654037320243
2021-09-30,25,0.28,0.05747584503467205,0.00028000000000000003,0.057195845034672045
2021-10-29,25,0.6000000000000001,-0.0357131993735754,0.0006000000000000001,-0.036313199373575404
2021-11-30,25,0.5200000000000001,0.057147588610570316,0.0005200000000000001,0.056627588610570316
2021-12-31,25,0.32,-0.051755460477393524,0.00032,-0.052075460477393525
2022-01-31,25,0.5200000000000001,0.001934299249537097,0.0005200000000000001,0.0014142992495370969
2022-02-28,25,0.4800000000000001,0.05616249760159187,0.00048000000000000007,0.05568249760159187
2022-03-31,25,0.44000000000000006,-0.08483638288221938,0.00044,-0.08527638288221938
2022-04-29,25,0.6000000000000001,0.011340809681461157,0.0006000000000000001,0.010740809681461157
2022-05-31,25,0.76,-0.10597477634373945,0.0007599999999999999,-0.10673477634373944
2022-06-30,25,0.44000000000000006,0.10939587535470807,0.00044,0.10895587535470808
2022-07-29,25,0.8400000000000001,-0.0038716934192675767,0.00084,-0.004711693419267577
2022-08-31,25,0.44000000000000006,-0.10336053351021877,0.00044,-0.10380053351021877
2022-09-30,25,0.4,0.08780345062118584,0.0004,0.08740345062118585
2022-10-31,25,0.56,0.0470585831942634,0.0005600000000000001,0.0464985831942634
2022-11-30,25,0.5200000000000001,-0.07297984307989308,0.0005200000000000001,-0.07349984307989309
2022-12-30,25,0.4000000000000001,0.13452115020934247,0.0004000000000000001,0.13412115020934245
2023-01-31,25,0.8400000000000001,-0.02923728766483785,0.00084,-0.03007728766483785
2023-02-28,25,0.72,0.01015013357508356,0.0007199999999999999,0.00943013357508356
2023-03-31,25,0.6,-0.02875761961890878,0.0006,-0.02935761961890878
2023-04-28,25,0.68,-0.010003830460465482,0.00068,-0.010683830460465482
2023-05-31,25,0.8400000000000001,0.055602836783444055,0.00084,0.054762836783444055
2023-06-30,25,0.48000000000000004,0.006027413854704897,0.00048000000000000007,0.0055474138547048964
2023-07-31,25,0.6400000000000001,-0.02701206665216394,0.0006400000000000002,-0.02765206665216394
2023-08-31,25,0.6,-0.0672118426250078,0.0006,-0.0678118426250078
2023-09-29,25,0.4,-0.07187729866192029,0.0004,-0.07227729866192029
2023-10-31,25,0.76,0.09958347323985642,0.0007599999999999999,0.09882347323985642
2023-11-30,25,0.44000000000000006,0.058762976041255396,0.00044,0.058322976041255394
2023-12-29,25,0.36,0.014534307869876213,0.00035999999999999997,0.014174307869876213
2024-01-31,25,0.56,0.05653168556538549,0.0005600000000000001,0.05597168556538549
2024-02-29,25,0.4800000000000001,0.04340776641848033,0.00048000000000000007,0.042927766418480326
2024-03-28,25,0.44,-0.040975500036634804,0.00044,-0.04141550003663481
2024-04-30,25,0.56,0.023243232599869493,0.0005600000000000001,0.022683232599869492
2024-05-31,25,0.56,0.012571852717692771,0.0005600000000000001,0.012011852717692771
2024-06-28,25,0.36,0.014825057857230255,0.00035999999999999997,0.014465057857230255
2024-07-31,25,0.76,0.007641336171829965,0.0007599999999999999,0.006881336171829964
2024-08-30,25,0.52,0.003493567441274643,0.0005200000000000001,0.002973567441274643
2024-09-30,25,0.28,0.0203846943738377,0.00028000000000000003,0.0201046943738377
2024-10-31,25,0.76,0.04988540912887209,0.0007599999999999999,0.049125409128872095
2024-11-29,25,0.36,-0.05810150523469785,0.00035999999999999997,-0.05846150523469785
2024-12-31,25,0.36,0.043396137418154124,0.00035999999999999997,0.043036137418154125
2025-01-31,25,0.6000000000000001,-0.0013723254256369933,0.0006000000000000001,-0.001972325425636993
2025-02-28,25,0.4,-0.02048436619253514,0.0004,-0.020884366192535142
2025-03-31,25,0.36000000000000004,-0.001110153882140823,0.0003600000000000001,-0.0014701538821408231
2025-04-30,25,0.5600000000000002,0.04545445355684883,0.0005600000000000002,0.04489445355684883
2025-05-30,25,0.4800000000000001,0.02810866483922863,0.00048000000000000007,0.027628664839228628
2025-06-30,25,0.36000000000000004,0.0024426009820680506,0.0003600000000000001,0.0020826009820680506
2025-07-31,25,0.76,0.040966756628274405,0.0007599999999999999,0.04020675662827441
2025-08-29,25,0.6000000000000001,0.03138903275125188,0.0006000000000000001,0.030789032751251878
2025-09-30,25,0.4800000000000001,-0.03145623666089604,0.00048000000000000007,-0.03193623666089604
2025-10-31,25,0.8,0.024741610847455586,0.0008,0.023941610847455587
2025-11-28,25,0.56,-0.002550635673622441,0.0005600000000000001,-0.0031106356736224413
2025-12-31,25,0.36000000000000004,0.03652444886842923,0.0003600000000000001,0.03616444886842923
2026-01-30,25,0.68,0.038489626837513655,0.00068,0.037809626837513655
2026-02-27,25,0.5600000000000002,-0.06921902585429093,0.0005600000000000002,-0.06977902585429094
2026-03-31,25,0.4,0.047128339056201334,0.0004,0.046728339056201336
2026-04-30,25,0.56,0.03337519322971569,0.0005600000000000001,0.03281519322971569
