date,symbol,weight,sector,position_value
2025-02-03,COR,0.03333333333333333,Health Care,33303.87596476699
2025-02-03,CLX,0.03333333333333333,Consumer Staples,33303.87596476699
2025-02-03,QCOM,0.03333333333333333,Information Technology,33303.87596476699
2025-02-03,NFLX,0.03333333333333333,Communication Services,33303.87596476699
2025-02-03,LYV,0.03333333333333333,Communication Services,33303.87596476699
2025-02-03,GDDY,0.03333333333333333,Information Technology,33303.87596476699
2025-02-03,CL,0.03333333333333333,Consumer Staples,33303.87596476699
2025-02-03,FTNT,0.03333333333333333,Information Technology,33303.87596476699
2025-02-03,BKNG,0.03333333333333333,Consumer Discretionary,33303.87596476699
2025-02-03,UAL,0.03333333333333333,Industrials,33303.87596476699
2025-02-03,ETR,0.03333333333333333,Utilities,33303.87596476699
2025-02-03,CME,0.03333333333333333,Financials,33303.87596476699
2025-02-03,DVA,0.03333333333333333,Health Care,33303.87596476699
2025-02-03,GM,0.03333333333333333,Consumer Discretionary,33303.87596476699
2025-02-03,LMT,0.03333333333333333,Industrials,33303.87596476699
2025-02-03,MTCH,0.03333333333333333,Information Technology,33303.87596476699
2025-02-03,SYF,0.03333333333333333,Financials,33303.87596476699
2025-02-03,ORLY,0.03333333333333333,Consumer Discretionary,33303.87596476699
2025-02-03,HPE,0.03333333333333333,Information Technology,33303.87596476699
2025-02-03,KMB,0.03333333333333333,Consumer Staples,33303.87596476699
2025-02-03,VTRS,0.03333333333333333,Health Care,33303.87596476699
2025-02-03,CCL,0.03333333333333333,Consumer Discretionary,33303.87596476699
2025-02-03,EXPE,0.03333333333333333,Consumer Discretionary,33303.87596476699
2025-02-03,DAL,0.03333333333333333,Industrials,33303.87596476699
2025-02-03,VST,0.03333333333333333,Utilities,33303.87596476699
2025-02-03,NOW,0.03333333333333333,Information Technology,33303.87596476699
2025-02-03,MA,0.03333333333333333,Financials,33303.87596476699
2025-02-03,FFIV,0.03333333333333333,Information Technology,33303.87596476699
2025-02-03,IP,0.03333333333333333,Materials,33303.87596476699
2025-02-03,HD,0.03333333333333333,Consumer Discretionary,33303.87596476699
2025-02-04,COR,0.032924630336002327,Health Care,32929.51358211767
2025-02-04,CLX,0.030887695434916512,Consumer Staples,30892.276571202787
2025-02-04,QCOM,0.03384661449552577,Information Technology,33851.634486549694
2025-02-04,NFLX,0.03384080172704034,Communication Services,33845.82085593829
2025-02-04,LYV,0.03380581928674882,Communication Services,33810.83322719472
2025-02-04,GDDY,0.032938914363123406,Information Technology,32943.79972778706
2025-02-04,CL,0.033096147859297126,Consumer Staples,33101.056544187966
2025-02-04,FTNT,0.03391937238175025,Information Technology,33924.40316392541
2025-02-04,BKNG,0.03319987671192208,Consumer Discretionary,33204.800781450846
2025-02-04,UAL,0.03451870057875985,Industrials,34523.82025083476
2025-02-04,ETR,0.033144702907661465,Utilities,33149.6187940379
2025-02-04,CME,0.03355907348940898,Financials,33564.05083353037
2025-02-04,DVA,0.03335347790365242,Health Care,33358.42475467988
2025-02-04,GM,0.033764709117192426,Consumer Discretionary,33769.71696034661
2025-02-04,LMT,0.033171713793116064,Industrials,33176.63368563623
2025-02-04,MTCH,0.03430542709706076,Information Technology,34310.51513728771
2025-02-04,SYF,0.032500235930261,Financials,32505.05623193894
2025-02-04,ORLY,0.03375766124057374,Consumer Discretionary,33762.66803841578
2025-02-04,HPE,0.033901118397280355,Information Technology,33906.14647209941
2025-02-04,KMB,0.033005388976352766,Consumer Staples,33010.28420025838
2025-02-04,VTRS,0.032846508953363704,Health Care,32851.38061283602
2025-02-04,CCL,0.03334818028220071,Consumer Discretionary,33353.12634750668
2025-02-04,EXPE,0.03307317811899213,Consumer Discretionary,33078.08339710531
2025-02-04,DAL,0.034591216788553834,Industrials,34596.34721593552
2025-02-04,VST,0.03325942342948368,Utilities,33264.35633073733
2025-02-04,NOW,0.032946358274036025,Information Technology,32951.24474275001
2025-02-04,MA,0.033013151662217785,Financials,33018.04803745312
2025-02-04,FFIV,0.03381671219046936,Information Technology,33821.72774650606
2025-02-04,IP,0.0321418601703879,Materials,32146.627319243184
2025-02-04,HD,0.033521328102648434,Consumer Discretionary,33526.299848528884
2025-02-05,COR,0.03303963217388725,Health Care,33153.345318118634
2025-02-05,CLX,0.03031686663543869,Consumer Staples,30421.20878459506
2025-02-05,QCOM,0.034285307779424505,Information Technology,34403.308189599185
2025-02-05,NFLX,0.03428032818022364,Communication Services,34398.31145201496
2025-02-05,LYV,0.034024849098225736,Communication Services,34141.9530826949
2025-02-05,GDDY,0.03274343577105148,Information Technology,32856.12949036617
2025-02-05,CL,0.03303329007037743,Consumer Staples,33146.9813868679
2025-02-05,FTNT,0.034561309180218214,Information Technology,34680.25950977854
2025-02-05,BKNG,0.03323554040579047,Consumer Discretionary,33349.92781119139
2025-02-05,UAL,0.03413629318350146,Industrials,34253.780727245015
2025-02-05,ETR,0.03337574026124883,Utilities,33490.61019521729
2025-02-05,CME,0.033326183006253715,Financials,33440.88237805443
2025-02-05,DVA,0.03315215736773869,Health Care,33266.25779211686
2025-02-05,GM,0.03312728760842421,Consumer Discretionary,33241.30243806837
2025-02-05,LMT,0.03278517906192489,Industrials,32898.01644993513
2025-02-05,MTCH,0.0314832831505927,Information Technology,31591.63977814046
2025-02-05,SYF,0.03334198311197603,Financials,33456.73686330771
2025-02-05,ORLY,0.034001191811891714,Consumer Discretionary,34118.214374618685
2025-02-05,HPE,0.034649607002766154,Information Technology,34768.86122865855
2025-02-05,KMB,0.03288433796176762,Consumer Staples,32997.516626890756
2025-02-05,VTRS,0.032919080514366705,Health Care,33032.378753608406
2025-02-05,CCL,0.033361425703013724,Consumer Discretionary,33476.24637028888
2025-02-05,EXPE,0.03321117440128091,Consumer Discretionary,33325.47794573051
2025-02-05,DAL,0.034477684698379724,Industrials,34596.34721593552
