factor_name,ic,rank_ic,ic_ir,t_stat,coverage,missing_rate,quantile_monotonicity,top_quantile_turnover
accruals,-0.003738294188972622,-0.009100959258178366,-0.16510556361865616,-0.5719424495996162,0.9915514971156315,0.00844475721323012,-0.19999999999999998,0.2647140406704038
beta_to_spy,-0.0946343529918879,-0.07772921611235147,-0.26589831783756124,-0.9210987922835078,1.0,0.0,-0.9999999999999999,0.0736842105263158
book_to_market,0.0689560067085327,0.07050914793506964,0.6383177296639564,2.211197478299976,0.9978888038991843,0.00211118930330753,0.9999999999999999,0.06028708133971294
earnings_yield,0.009153997393704759,0.043246949736255785,0.6765886296522372,2.3437717647621548,0.9943681613785565,0.005629838142153413,0.7999999999999999,0.29160134378499447
free_cash_flow_yield,0.006655121590903336,0.00931240211589508,0.17515590712486184,0.6067578607721525,0.9971833357370746,0.0028149190710767065,0.49999999999999994,0.2069530693270895
max_drawdown_252d,0.09826595931824295,0.10417033211577598,0.5424881748880699,1.8792341628228957,1.0,0.0,0.9999999999999999,0.11291866028708132
momentum_12_1,-0.013277742429909195,-0.0384247243806062,-0.24756659376278595,-0.8575958373078193,0.9996476391825229,0.0003518648838845883,-0.39999999999999997,0.20669856459330138
momentum_3m,0.03897180153913211,0.024440299401430235,0.18193212703201586,0.6302313750970533,1.0,0.0,0.8999999999999998,0.4382775119617225
momentum_6m,0.03444297489578158,0.004848596704101042,0.027019500824667787,0.09359829644694759,1.0,0.0,0.49999999999999994,0.27942583732057413
realized_vol_252d,-0.09004195123747073,-0.0837806766877135,-0.3658737993759562,-1.2674240193548367,1.0,0.0,-0.8999999999999998,0.07081339712918659
realized_vol_60d,-0.11145845782296047,-0.08751131852806582,-0.41949943371501425,-1.4531886658815543,1.0,0.0,-0.8999999999999998,0.2602870813397129
roe,-0.024505946754327487,-0.031944564212103295,-0.6497782627834966,-2.2508979295897147,0.9943681613785565,0.005629838142153413,-0.7,0.20222946146798326
sales_yield,0.042137643688423536,0.06410069202032898,0.7046467054764519,2.440967790542475,0.9699150834760397,0.0300844475721323,0.9999999999999999,0.14224998937481403
