date,holding_count,turnover,gross_return,transaction_cost,net_return
2019-01-31,25,0.5,0.02877587140486996,0.0005,0.028275871404869958
2019-02-28,25,0.48000000000000004,0.011145425803832211,0.00048000000000000007,0.010665425803832212
2019-03-29,25,0.4800000000000001,0.056434802151336665,0.00048000000000000007,0.05595480215133666
2019-04-30,25,0.56,-0.04660264362312947,0.0005600000000000001,-0.04716264362312947
2019-05-31,25,0.64,0.08261392411021902,0.00064,0.08197392411021902
2019-06-28,25,0.28,-0.001925376905995222,0.00028000000000000003,-0.0022053769059952218
2019-07-31,25,0.56,-0.027665987781032745,0.0005600000000000001,-0.028225987781032746
2019-08-30,25,0.4400000000000001,-0.0004442173124225901,0.0004400000000000001,-0.0008842173124225903
2019-09-30,25,0.48000000000000004,0.008889330024711399,0.00048000000000000007,0.0084093300247114
2019-10-31,25,0.68,0.06818212418142386,0.00068,0.06750212418142386
2019-11-29,25,0.36000000000000004,0.015271776994100442,0.0003600000000000001,0.014911776994100442
2019-12-31,25,0.4800000000000001,-0.008924848047488453,0.00048000000000000007,-0.009404848047488453
2020-01-31,25,0.6000000000000001,-0.09069353809413265,0.0006000000000000001,-0.09129353809413265
2020-02-28,25,0.64,-0.17175926467426578,0.00064,-0.17239926467426578
2020-03-31,25,0.76,0.16768959209094902,0.0007599999999999999,0.166929592090949
2020-04-30,25,0.64,0.0840577325248603,0.00064,0.0834177325248603
2020-05-29,25,0.5200000000000001,0.00849963777520105,0.0005200000000000001,0.00797963777520105
2020-06-30,25,0.44000000000000006,0.07140221900315512,0.00044,0.07096221900315512
2020-07-31,25,0.6,0.05704017621410088,0.0006,0.05644017621410088
2020-08-31,25,0.48000000000000004,-0.04366740356031051,0.00048000000000000007,-0.04414740356031051
2020-09-30,25,0.68,-0.001451914705715418,0.00068,-0.002131914705715418
2020-10-30,25,0.68,0.1840209499200859,0.00068,0.18334094992008593
2020-11-30,25,0.4800000000000001,0.06366896298639646,0.00048000000000000007,0.06318896298639647
2020-12-31,25,0.32,0.02829820990605333,0.00032,0.02797820990605333
2021-01-29,25,0.56,0.16144056293808678,0.0005600000000000001,0.16088056293808678
2021-02-26,25,0.6000000000000001,0.022207299184456762,0.0006000000000000001,0.021607299184456762
2021-03-31,25,0.6400000000000001,0.04032645219610534,0.0006400000000000002,0.03968645219610534
2021-04-30,25,0.68,0.04886700235975289,0.00068,0.04818700235975289
2021-05-28,25,0.68,0.0017922583834728111,0.00068,0.001112258383472811
2021-06-30,25,0.5600000000000002,-0.002769488304786294,0.0005600000000000002,-0.003329488304786294
2021-07-30,25,0.64,0.020349332198876236,0.00064,0.019709332198876234
2021-08-31,25,0.4800000000000001,-0.031028738681110044,0.00048000000000000007,-0.031508738681110045
2021-09-30,25,0.52,0.06384647462180865,0.0005200000000000001,0.06332647462180864
2021-10-29,25,0.56,-0.030140517937000108,0.0005600000000000001,-0.03070051793700011
2021-11-30,25,0.6000000000000001,0.0636202881903355,0.0006000000000000001,0.06302028819033549
2021-12-31,25,0.5200000000000001,-0.055915957646183755,0.0005200000000000001,-0.056435957646183754
2022-01-31,25,0.6400000000000001,0.030131280477568953,0.0006400000000000002,0.02949128047756895
2022-02-28,25,0.68,0.04676561985468489,0.00068,0.04608561985468489
2022-03-31,25,0.44000000000000006,-0.08889534624481549,0.00044,-0.08933534624481548
2022-04-29,25,0.5200000000000001,0.017190849558683916,0.0005200000000000001,0.016670849558683917
2022-05-31,25,0.6,-0.13767310095635754,0.0006,-0.13827310095635753
2022-06-30,25,0.4800000000000001,0.11728644058656074,0.00048000000000000007,0.11680644058656074
2022-07-29,25,0.8,-0.03162190050614185,0.0008,-0.032421900506141854
2022-08-31,25,0.4,-0.10560949753574614,0.0004,-0.10600949753574614
2022-09-30,25,0.44000000000000006,0.1460198559265849,0.00044,0.1455798559265849
2022-10-31,25,0.5200000000000001,0.04387002529737954,0.0005200000000000001,0.04335002529737954
2022-11-30,25,0.32000000000000006,-0.06542587626124174,0.0003200000000000001,-0.06574587626124175
2022-12-30,25,0.19999999999999996,0.10547106032649134,0.00019999999999999996,0.10527106032649133
2023-01-31,25,0.6799999999999999,-0.020173054660923662,0.0006799999999999999,-0.020853054660923662
2023-02-28,25,0.52,-0.04478936671576442,0.0005200000000000001,-0.04530936671576442
2023-03-31,25,0.36000000000000004,-0.003125677022557456,0.0003600000000000001,-0.003485677022557456
2023-04-28,25,0.68,0.003686930274661737,0.00068,0.003006930274661737
2023-05-31,25,0.68,0.06793072806145561,0.00068,0.06725072806145561
2023-06-30,25,0.5200000000000001,0.04353416422164582,0.0005200000000000001,0.04301416422164582
2023-07-31,25,0.68,-0.022460633143307925,0.00068,-0.023140633143307925
2023-08-31,25,0.5200000000000001,-0.06370939362726813,0.0005200000000000001,-0.06422939362726814
2023-09-29,25,0.44000000000000006,-0.06917255355579945,0.00044,-0.06961255355579944
2023-10-31,25,0.64,0.0893085733753222,0.00064,0.0886685733753222
2023-11-30,25,0.52,0.09643606957350385,0.0005200000000000001,0.09591606957350385
2023-12-29,25,0.32,0.00746031381655325,0.00032,0.00714031381655325
